image_path,roi_x,roi_y,roi_w,roi_h,length_px,width_px,area_px2,mm_per_px,length_mm,width_mm,area_mm2
./P22C-ML_0_calibrated.png,9,0,1119,1080,745.1253662109375,294.31927490234375,152294.5,0.05,37.25626831054688,14.715963745117188,380.7362500000001
