image_path,roi_x,roi_y,roi_w,roi_h,length_px,width_px,area_px2,mm_per_px,length_mm,width_mm,area_mm2,best_score
./original.png,368,0,1114,1080,745.0853271484375,293.42401123046875,152108.0,0.05,37.254266357421876,14.671200561523438,380.2700000000001,148556.31890073777
