image_path,length_px,width_px,area_px2,mm_per_px,length_mm,width_mm,area_mm2
./P22C-ML_0_calibrated.png,625.0096435546875,287.1436767578125,135660.0,0.05,31.2504825592041,14.357184410095215,339.1500000000001
